EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.0007610321044921875,0,1,INITIAL_BUFFERING,Writing,45226
0.0061991214752197266,0,1,PLAY,InitialBuffering-Play,0
0.008032560348510742,0,0,PLAY,StillPlaying,45226
0.35530924797058105,0,1,PLAY,Writing,88783.0
0.9370403289794922,0,2,PLAY,Writing,128503.0
1.7875680923461914,1,3,PLAY,Writing,177437.0
2.7986862659454346,2,4,PLAY,Writing,217761.0
3.737776756286621,3,5,PLAY,Writing,255865.0
4.012238264083862,4,4,PLAY,StillPlaying,88783.0
4.631967544555664,4,5,PLAY,Writing,323047.0
6.658251523971558,6,6,PLAY,Writing,378355.0
8.0123131275177,8,5,PLAY,StillPlaying,128503.0
9.061747312545776,9,6,PLAY,Writing,509091.0
11.675058126449585,11,7,PLAY,Writing,577751.0
12.012786149978638,12,6,PLAY,StillPlaying,177437.0
15.240796089172363,15,7,PLAY,Writing,782553.0
16.012292861938477,16,6,PLAY,StillPlaying,217761.0
20.012372255325317,20,5,PLAY,StillPlaying,255865.0
20.10856056213379,20,6,PLAY,Writing,1008699.0
23.817613124847412,23,7,PLAY,Writing,782553.0
24.012234449386597,24,6,PLAY,StillPlaying,323047.0
28.012439727783203,28,5,PLAY,StillPlaying,378355.0
28.654115438461304,28,6,PLAY,Writing,1008699.0
32.012325286865234,32,5,PLAY,StillPlaying,509091.0
32.29301309585571,32,6,PLAY,Writing,782553.0
34.91736817359924,34,7,PLAY,Writing,1008699.0
36.012808322906494,36,6,PLAY,StillPlaying,577751.0
37.84164381027222,37,7,PLAY,Writing,782553.0
40.01238203048706,40,6,PLAY,StillPlaying,782553.0
42.45992302894592,42,7,PLAY,Writing,1008699.0
44.01232028007507,44,6,PLAY,StillPlaying,1008699.0
45.59292817115784,45,7,PLAY,Writing,782553.0
48.012473344802856,48,6,PLAY,StillPlaying,782553.0
49.66428351402283,49,7,PLAY,Writing,1008699.0
52.01239228248596,52,6,PLAY,StillPlaying,1008699.0
53.52901887893677,53,7,PLAY,Writing,782553.0
56.01238036155701,56,6,PLAY,StillPlaying,782553.0
58.26942992210388,58,7,PLAY,Writing,1008699.0
60.01247048377991,60,6,PLAY,StillPlaying,1008699.0
61.120356798172,61,7,PLAY,Writing,782553.0
64.01236009597778,64,6,PLAY,StillPlaying,782553.0
64.27549695968628,64,7,PLAY,Writing,1008699.0
66.8783323764801,66,8,PLAY,Writing,782553.0
68.0128242969513,68,7,PLAY,StillPlaying,1008699.0
69.82630062103271,69,8,PLAY,Writing,1008699.0
72.01288986206055,72,7,PLAY,StillPlaying,782553.0
72.83686780929565,72,8,PLAY,Writing,782553.0
76.01232028007507,76,7,PLAY,StillPlaying,1008699.0
76.868661403656,76,8,PLAY,Writing,1008699.0
79.86751961708069,79,9,PLAY,Writing,782553.0
80.01278758049011,80,8,PLAY,StillPlaying,782553.0
84.01238989830017,84,7,PLAY,StillPlaying,1008699.0
84.45753765106201,84,8,PLAY,Writing,1008699.0
87.95449352264404,87,9,PLAY,Writing,782553.0
88.01222252845764,88,8,PLAY,StillPlaying,782553.0
92.01231241226196,92,7,PLAY,StillPlaying,1008699.0
92.7605652809143,92,8,PLAY,Writing,1008699.0
95.93864965438843,95,9,PLAY,Writing,782553.0
96.01221036911011,96,8,PLAY,StillPlaying,782553.0
100.01236915588379,100,7,PLAY,StillPlaying,1008699.0
100.63627982139587,100,8,PLAY,Writing,1008699.0
104.01238751411438,104,7,PLAY,StillPlaying,782553.0
104.20905113220215,104,8,PLAY,Writing,782553.0
108.01300477981567,108,7,PLAY,StillPlaying,1008699.0
109.04916739463806,109,8,PLAY,Writing,1008699.0
112.01286602020264,112,7,PLAY,StillPlaying,782553.0
112.71343731880188,112,8,PLAY,Writing,782553.0
116.01245307922363,116,7,PLAY,StillPlaying,1008699.0
116.93837356567383,116,8,PLAY,Writing,1008699.0
120.01238250732422,120,7,PLAY,StillPlaying,782553.0
120.09442377090454,120,8,PLAY,Writing,782553.0
124.01238632202148,124,7,PLAY,StillPlaying,1008699.0
124.57951354980469,124,8,PLAY,Writing,1008699.0
127.68992137908936,127,9,PLAY,Writing,782553.0
128.01226711273193,128,8,PLAY,StillPlaying,782553.0
132.00336027145386,131,9,PLAY,Writing,1008699.0
132.012268781662,132,8,PLAY,StillPlaying,1008699.0
135.1400911808014,135,9,PLAY,Writing,782553.0
136.01238203048706,136,8,PLAY,StillPlaying,782553.0
138.6251630783081,138,9,PLAY,Writing,1008699.0
140.0124762058258,140,8,PLAY,StillPlaying,1008699.0
141.49417424201965,141,9,PLAY,Writing,782553.0
144.01237177848816,144,8,PLAY,StillPlaying,782553.0
146.16819024085999,146,9,PLAY,Writing,1008699.0
148.01233077049255,148,8,PLAY,StillPlaying,1008699.0
149.66961979866028,149,9,PLAY,Writing,782553.0
152.01233649253845,152,8,PLAY,StillPlaying,782553.0
154.503760099411,154,9,PLAY,Writing,1008699.0
156.01233053207397,156,8,PLAY,StillPlaying,1008699.0
157.12816667556763,157,9,PLAY,Writing,782553.0
160.01238417625427,160,8,PLAY,StillPlaying,782553.0
161.59719491004944,161,9,PLAY,Writing,1008699.0
164.01239562034607,164,8,PLAY,StillPlaying,1008699.0
164.268221616745,164,9,PLAY,Writing,782553.0
168.0125813484192,168,8,PLAY,StillPlaying,782553.0
168.3086678981781,168,9,PLAY,Writing,1008699.0
171.39589715003967,171,10,PLAY,Writing,782553.0
172.01231026649475,172,9,PLAY,StillPlaying,1008699.0
176.0123701095581,176,8,PLAY,StillPlaying,782553.0
176.1899516582489,176,9,PLAY,Writing,1008699.0
179.74008059501648,179,10,PLAY,Writing,782553.0
180.01280188560486,180,9,PLAY,StillPlaying,1008699.0
184.01230549812317,184,8,PLAY,StillPlaying,782553.0
184.27925777435303,184,9,PLAY,Writing,1008699.0
186.86318969726562,186,10,PLAY,Writing,782553.0
188.01231217384338,188,9,PLAY,StillPlaying,1008699.0
190.46654534339905,190,10,PLAY,Writing,1008699.0
192.01231956481934,192,9,PLAY,StillPlaying,782553.0
193.5238242149353,193,10,PLAY,Writing,782553.0
196.01232147216797,196,9,PLAY,StillPlaying,1008699.0
197.36405682563782,197,10,PLAY,Writing,1008699.0
200.01238298416138,200,9,PLAY,StillPlaying,782553.0
200.81542682647705,200,10,PLAY,Writing,782553.0
204.0128870010376,204,9,PLAY,StillPlaying,1008699.0
205.09268951416016,205,10,PLAY,Writing,1008699.0
208.0123164653778,208,9,PLAY,StillPlaying,782553.0
208.51118302345276,208,10,PLAY,Writing,782553.0
212.0123794078827,212,9,PLAY,StillPlaying,1008699.0
212.8771369457245,212,10,PLAY,Writing,1008699.0
216.0123908519745,216,9,PLAY,StillPlaying,782553.0
216.27566766738892,216,10,PLAY,Writing,782553.0
220.01238536834717,220,9,PLAY,StillPlaying,1008699.0
220.16650104522705,220,10,PLAY,Writing,1008699.0
223.14501762390137,223,11,PLAY,Writing,782553.0
224.01223015785217,224,10,PLAY,StillPlaying,782553.0
228.01234555244446,228,9,PLAY,StillPlaying,1008699.0
231.41498517990112,231,10,PLAY,Writing,1008699.0
232.01236510276794,232,9,PLAY,StillPlaying,782553.0
235.01658940315247,235,10,PLAY,Writing,782553.0
236.01235103607178,236,9,PLAY,StillPlaying,1008699.0
239.7716281414032,239,10,PLAY,Writing,1008699.0
240.01291179656982,240,9,PLAY,StillPlaying,782553.0
243.17622661590576,243,10,PLAY,Writing,782553.0
244.01227474212646,244,9,PLAY,StillPlaying,1008699.0
